job_title,company_name,city,country,posted_date,employment_type,education,job_description,skills,job_url
Head of Hardware Engineering for AI Systems,think,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"think is seeking a Director of Hardware Engineering in Riyadh to own the Node line end-to-end, spanning thermal, electrical, mechanical, manufacturing and supply chain. The role emphasizes density-driven design and envelope ownership to enable rack-scale solutions. You will lead multidisciplinary teams across thermal, electrical, mechanical, firmware and validation, setting engineering standards and collaborating with software on telemetry interfaces.",firmware,https://en-sa.whatjobs.com/pub_api__cpl__10731823__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Middle to Senior Python Developer,JobCubby,,Saudi Arabia,2026-09-10,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Middle to Senior Python Developer based in Saudi Arabia. This role offers the opportunity to build and evolve high-performance backend systems within a fast-paced iGaming technology environment. You will work across a modern Python-based technology stack to deliver new product capabilities and scalable services. The position combines hands‑on development with architectural decision‑making and responsibility for production reliability. You will contribute to integrations involving payment methods and data providers, as well as automated communication and risk management systems. Working alongside an international and supportive team, you will have meaningful ownership over technical solutions and delivered outcomes. The environment encourages initiative, continuous improvement, and professional growth as the business continues to","ai, backend, design patterns, django, gdpr, mongodb, nosql, postgresql, python, rabbitmq, redis, risk management, sql",https://en-sa.whatjobs.com/pub_api__cpl__10729884__7118?utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
ROS / ROS2 Developer,Atwad,Dammam,Saudi Arabia,2026-09-10,Full-time,,"Location :2 nd Industrial City, Dammam, Kingdom of Saudi Arabia Employment Type : Full-Time/ On-site Application Period : 06 September 2026 30 September 2026 About Atwad Atwad is dedicated to driving innovation in autonomous systems and engineering excellence across the region. Our technologies empower customers to meet complex operational challenges with confidence and precision. We are expanding our footprint, forging partnerships, and continuously pushing the boundaries of what autonomous systems can achieve. About the Role We are hiring a ROS/ROS2 Developer to build software for robotics, autonomous systems, and connected platforms. The role involves developing nodes, integrating TVsensors and actuators, and working with embedded and edge-computer systems. Responsibilities Develop and maintain ROS/ROS2 packages, nodes, and applications. Integrate sensors, actuators,","cpp, embedded linux, ethernet, firmware, git, lidar, linux, python, ros2, sensor fusion",https://en-sa.whatjobs.com/pub_api__cpl__10731156__7118?geoID=17353&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Solution Engineer,AvePoint,,Saudi Arabia,2026-09-10,Full-time,,"As a Pre-Sales Solutions Engineer, you will act as the technical lead throughout the sales cycle, partnering closely with Account Managers to support new business and growth opportunities. You will take a consultative approach, helping customers understand how AvePoint solutions can address their technical and business needs. This role combines strong technical expertise with customer-facing engagement and commercial awareness. This is an excellent opportunity for someone looking to develop their career in pre-sales within a fast-paced and innovative technology environment. Key responsibilities: Deliver tailored product demonstrations aligned to customer use cases, both remotely and in person","active directory, aws, azure, cloud, dhcp, dns, entra id, gcp, networking, pre sales, proof of concept, sharepoint, tcp ip, technical discovery",https://www.avepoint.com/careers/job-detail?gh_jid=8121241&utm_source=freehire.me
Data Analyst II,Delivery Hero,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"As a Data Analyst II at HungerStation, you will support the product development lifecycle by analyzing data, understanding user needs, and providing actionable insights that help optimize product performance. You will work closely with Product, Technology, Marketing, Commercial, Logistics/Operations, and Growth teams to turn data into meaningful insights and support data-driven decision-making. In this role, you will: Analyze product and business data to understand growth drivers and identify opportunities for improvement. Develop analyses, reports, and interactive dashboards to support business teams and stakeholders. Use quantitative analysis to uncover insights and help Product Managers, Designers, and Engineers understand what to build and why. Work with structured and semi-structured data from multiple sources, including BigQuery, Redshift, and PostgreSQL. Use SQL (BigQuery) and Python or R","analytics, bigquery, cloud, data analytics, looker, looker studio, postgresql, python, redshift, sql, statistics, tableau",https://jobs.smartrecruiters.com/DeliveryHero/744000148789347-data-analyst-ii-saudi-national-?utm_source=freehire.me
Developer Advocate,jobgether,,Saudi Arabia,2026-09-10,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Developer Advocate based in France. The Developer Advocate will connect with developers through technical expertise, community engagement, and practical education. This role combines hands-on knowledge of web technologies and APIs with public speaking, content creation, and relationship building. You will represent developer needs across conferences, meetups, webinars, podcasts, online communities, and industry events. You will create tutorials, demos, videos, code samples, and technical articles that make complex data and developer workflows easier to understand and adopt. You will also explore emerging technologies, including LLM-powered applications and AI agents, and demonstrate how reliable web data can support them. Working closely with product, engineering, and marketing teams, you will turn developer feedback into","agentic ai, ai, ai agents, api, developer advocacy, gdpr, llm, python",https://jobs.lever.co/jobgether/03b95c59-3c8b-48b9-aa94-87194f7ba28e?utm_source=freehire.me
Senior designer,AECOM,,Saudi Arabia,2026-09-10,Full-time,,"Senior Designer with strong engineering background responsible for developing comprehensive design and construction document drawings through completion for assigned projects in conformance with applicable codes, design criteria, and engineering standards established by the project's discipline leaders. Key Responsibilities: Lead the design development process by applying engineering principles, technical analysis, and calculations to create detailed construction documents that meet all project requirements and applicable building codes. Execute design assignments of moderate to high complexity with demonstrated proficiency in engineering methodologies and technical problem-solving. Apply comprehensive knowledge of codes, permits, and industry-standard software applications relevant to the engineering discipline to ensure design accuracy and compliance. Prepare designs and drawings utilizing project specifications, engineering standards,","cad, regulatory compliance",https://jobs.smartrecruiters.com/AECOM2/744000148764309-senior-designer?utm_source=freehire.me
Project Manager,AECOM,,Saudi Arabia,2026-09-10,Full-time,,"Manages portfolio of clients with multiple projects. Responsible for delivering revenues assigned from specific clients as a result of repeat business caused by flawless execution of projects. Consistently delivers profit margins planned. Consistently completes projects without write-downs or multiplier erosion. Typically manages projects involving RTF (Risk Triggering Factors). Manages more complex clients and projects. Has decision-making authority and directs other Project Managers in recognizing risk and uncertainty with plans to mitigate and eliminate such. Directs staff to operate and minimize exposure to claims. Supervises and directs Project Managers with multiple projects or program of projects. Manages project budgets, resource allocation, and financial forecasting to ensure optimal utilization and cost control. Develops and maintains strategic relationships with key stakeholders,","agile, erp, financial modeling, pmp, process improvement, program management, stakeholder management",https://jobs.smartrecruiters.com/AECOM2/744000148763239-project-manager?utm_source=freehire.me
QA/QC Lead/Specialist,AECOM,,Saudi Arabia,2026-09-10,Full-time,,"Responsibilities: Develops and executes comprehensive quality assurance and quality control procedures using established testing methodologies and industry standards. Conducts technical validation and verification activities, including test planning, test case development, and defect identification using both manual and automated testing approaches. Gathers, analyzes, and correlates quality engineering data and test results using well-defined procedures and technical documentation. Identifies and documents discrepancies, defects, and non-conformances, providing detailed analysis and recommendations for resolution. Proposes innovative approaches to solve quality challenges by adapting standard testing procedures and methodologies developed from previous projects and industry best practices. Provides technical guidance and mentoring to entry-level QA engineers and quality assurance team members. Ensures compliance with","automation, qa, quality assurance, quality control, test automation",https://jobs.smartrecruiters.com/AECOM2/744000148762449-qa-qc-lead-specialist?utm_source=freehire.me
QA/QC Engineer - Data Center,Decima International,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"Decima International is a professional services company, providing project management and controls services to clients in the United States and the Middle East. Our mission is to become the premier professional services provider across all industry sectors we are engaged in. To accomplish this, Decima International’s founders established a simple yet powerful formula: Approach each client engagement as a partnership , create an environment that attracts the most talented professionals and allows them to flourish, and regulate growth to maintain excellence in our service standards. QA/QC Electrical Engineer Data Centers Role Overview We are seeking a driven and detail-oriented QA/QC Electrical Engineer to support electrical quality assurance and quality control activities for major mission-critical and data center projects in KSA. The role","iso 9001, project management, qa, quality assurance, quality control, statistics, transformers",https://job-boards.greenhouse.io/decimainternational/jobs/4709457006?utm_source=freehire.me
UI/UX Director,jobgether,,Saudi Arabia,2026-09-10,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a UI/UX Director based in Switzerland. This is an executive-level, hands-on design leadership role focused on elevating UI/UX quality across sophisticated web and e-commerce experiences. You will lead a multidisciplinary team while serving as the bridge between creative vision, user experience, and front-end technical execution. The role combines design systems, accessibility, responsive and mobile-first thinking, data-informed decision-making, and emerging AI capabilities. You will also play a visible role in client strategy, executive conversations, proposals, and new business pitches. Strong operational ownership is essential, including capacity planning, estimation, forecasting, and budget management. You’ll work with major brands and experienced specialists across strategy, design, technology, data, and e-commerce in a","accessibility, ai, css, ecommerce, figma, front end, gdpr, html, information architecture, javascript, prototyping, react, shopify, ui, user research, ux, wcag",https://jobs.lever.co/jobgether/0121c742-5af6-4071-8930-fb28c04ac38c?utm_source=freehire.me
Technical Project Manager,jobgether,,Saudi Arabia,2026-09-10,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Technical Project Manager (CCTV & Networking) based in Switzerland. As a Technical Project Manager, you’ll lead the delivery of CCTV and physical security technology projects from initial design and estimation through deployment and ongoing support. You’ll combine hands-on technical expertise with strong project management skills to ensure systems are designed, quoted, and implemented accurately. Your responsibilities will span CCTV layouts, network integration, hardware selection, project scheduling, resource coordination, and stakeholder communication. You’ll work with clients, technicians, vendors, and internal teams to keep complex deployments on track. Strong knowledge of networking fundamentals will be essential for configuring and troubleshooting reliable security systems. This is a fully remote, autonomous role","ai, asana, gdpr, jira, monday com, networking, project management, voip, wan",https://jobs.lever.co/jobgether/02aa8fe7-58af-4345-8fd0-82c0add23360?utm_source=freehire.me
PROJECT MANAGER - BANKING - DATA & AI,Duncan & Ross,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"The Project Manager will lead the end-to-end delivery of a large-scale Data Lake Modernization program for a banking client, encompassing both the technical migration/modernization of the data platform and the implementation of downstream AI use cases specifically hyper-personalization of banking products and Next Best Offer (NBO) capabilities. The role requires strong command of both traditional data/infrastructure delivery and AI/ML-enabled business transformation, bridging technical teams, business stakeholders, and senior banking client sponsors. Key Responsibilities Own end-to-end project planning, governance, and delivery of the data lake modernization program, including scope, timeline, budget, resourcing, and risk/issue management. Lead delivery of the AI/ML use case workstream for hyper-personalization and Next Best","agile, ai, aws, azure, certified scrummaster, cloud, confluence, data engineering, data governance, data lake, data pipelines, data quality, data science, databricks, elt, etl, gcp, governance, jira, lakehouse, machine learning, model deployment, pmp, program management, recommendation systems, regulatory compliance, safe agile, snowflake, stakeholder management",https://www.careers-page.com/duncan-ross-management-consultancies/job/8X5R4XWR?utm_source=freehire.me
PROGRAM MANAGER - VOLUNTARY SAVINGS PRODUCT,Duncan & Ross,Riyadh,Saudi Arabia,2026-09-15,Full-time,,"Role Purpose Lead the delivery and launch of the client's voluntary savings product (due Q1 2027), combining practical savings product expertise with strong program management. The candidate should bring firsthand experience of product development and launch, including common challenges, dependencies and lessons learned. Key Responsibilities Own the integrated delivery plan, milestones, dependencies and launch readiness. Apply savings product expertise to challenge plans, identify gaps and resolve delivery and pre-launch issues across product design, technology, operations and customer experience. Coordinate internal teams, external partners and vendors, ensuring clear ownership and timely decisions. Work with legal, compliance and relevant specialists to incorporate applicable Saudi regulatory requirements and approvals into the delivery plan. Establish effective","customer onboarding, program management, stakeholder management",https://www.careers-page.com/duncan-ross-management-consultancies/job/V64443Y8?utm_source=freehire.me
Design Lead,Malaa,Riyadh,Saudi Arabia,2026-09-15,Full-time,,"The role: This role takes ownership of product design as a function: the standard, the system, the process and the people, starting with that designer. This is a hands on role. In a team of two, the lead designs as much as they direct. You will set the bar by doing the work, review everything that ships, and build the design system and practices that let the product move faster without losing coherence. The role is built for the way product work is changing. We are looking for a designer who can go from a problem to a working, clickable version in days, using AI design and prototyping tools alongside Figma, and who is comfortable working directly with engineers on what actually gets built rather than handing over static screens. The quality bar. Every customer facing screen goes through you. You define what good looks like for a regulated financial product used by people who are often investing for the first time:","ai, figma, fintech, mixpanel, prototyping, usability testing",https://malaa.pinpointhq.com/en/postings/83ae1f0e-366d-41ff-94ea-32965696a393?utm_source=freehire.me
Technical Delivery Manager,jobgether,,Saudi Arabia,2026-09-15,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Technical Delivery Manager based in Saudi Arabia. This is a senior delivery leadership role responsible for execution, quality, and outcomes across one or more client engagements. You will combine technical delivery ownership, project management, commercial awareness, and people leadership to ensure predictable and successful outcomes. The role requires close collaboration with Customer Success, Solution Architects, QA, DevOps, and other technical and business stakeholders. You will translate client business needs into clear technical direction while maintaining control over scope, risks, resources, timelines, and delivery economics. Beyond project execution, you will coach technical teams, strengthen accountability, and contribute to continuous improvement and long-term client success. You will also help","agile, ai, analytics, aws, azure, azure devops, ci cd, cloud, devops, gcp, gdpr, jira, kanban, project management, qa, saas, scrum",https://jobs.lever.co/jobgether/13b69f84-0a76-4f11-bcb0-27577dea24d6?utm_source=freehire.me
Heritage Training Program Manager,Jobs for Humanity,Riyadh,Saudi Arabia,2026-09-15,Full-time,,"Plan and deliver heritage training programs that improve staff capability, preserve cultural knowledge, and ensure consistent, quality training delivery. Key Performance Indicators: Develop heritage training curriculum and materials Deliver training sessions and practical workshops Assess trainee competency and provide coaching Maintain training records and reporting Continuously improve programs using feedback Qualifications: Experience coordinating training programs Knowledge of heritage preservation and cultural practices Ability to design curricula and learning materials Experience with facilitation and adult learning methods Strong communication and stakeholder management skills Required Skills: Curriculum design, Training program development, Learning management systems (LMS), Assessment and evaluation methods, Content creation (slides, manuals), Facilitation and public speaking, Cultural sensitivity, Coaching and mentoring, Stakeholder collaboration,","learning management, stakeholder management",https://jobs.smartrecruiters.com/JobsForHumanity/744000149534619-heritage-training-program-manager?utm_source=freehire.me
Senior Product Manager,Malaa,Riyadh,Saudi Arabia,2026-09-15,Full-time,,"Product managers at Malaa are generalists by design. You will not own a single domain; you will work across the whole product, investing, lending, savings and the growth loops that connect them, taking on whatever matters most in a given cycle. The role is built for the way product work is changing. We are looking for a product manager with a software engineering background who can take a problem from ""we should address this"" to a working version in days, place it in front of customers, read the results and decide whether to scale it or stop it. You will have engineers and designers, and you will be expected to do the first mile of discovery yourself. This is a senior position. You set the priorities for the initiatives you carry, you can explain and defend them, and you are accountable for what you commit to. You will collaborate with a squad of engineers and carry a changing portfolio of initiatives across the product,",,https://malaa.pinpointhq.com/en/postings/90c3b9cb-8e1c-4416-8cec-9f5112219192?utm_source=freehire.me
Forward Deployed AI Engineer,Crayon Data,Riyadh,Saudi Arabia,2026-09-15,Full-time,,"Location: Saudi ArabiaFull Time / On-site Experience: 4 7+ years Industry: Banking / Financial Services Who are we? Crayon Data is a leading provider of AI-led revenue acceleration solutions, headquartered in Singapore with a presence in India and the UAE. Founded in 2012, our mission has always been to simplify the world’s choices. Today, we’ve evolved into Tangram.ai a modular, GenAI-powered platform built for the enterprise. Tangram lets","active directory, ai, argocd, authentication, ci cd, containerization, devops, docker, genai, generative ai, gitops, helm, kubernetes, ldap, llm, llmops, mlops, neo4j, networking, nim, oauth, openshift, rag, secrets management, triton, vault",https://crayondata.zohorecruit.com/jobs/Careers/558118000021931022?utm_source=freehire.me
Freelance Software Tester With Apple Vision Pro,jobgether,,Saudi Arabia,2026-09-15,Contract,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Freelance Software Tester With Apple Vision Pro based in Saudi Arabia. This freelance opportunity is ideal for Apple Vision Pro owners interested in testing immersive digital experiences. You will evaluate a sporting application during live events, focusing on the functionality and accuracy of its AR/VR elements. Your testing will help identify technical issues and ensure a smooth, engaging experience for sports fans. The work is short-term and project-based, with testing tasks assigned according to client needs rather than a fixed schedule. You will use an online platform to access assignments, follow testing guidance, and report defects clearly. Previous software testing experience is helpful but not required, with training resources available for those new to the field. The role offers the flexibility to","gdpr, software testing",https://jobs.lever.co/jobgether/20694a58-87e3-4672-b545-875bdfae8e84?utm_source=freehire.me
Staff Security Operations Engineer,jobgether,,Saudi Arabia,2026-09-15,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Staff Security Operations Engineer based in Saudi Arabia. This is a senior security engineering opportunity focused on strengthening the security and resilience of critical infrastructure and open-source ecosystems. You’ll help design, implement, and evolve security operations practices, controls, tools, and policies across a globally distributed environment. The role combines hands-on cyber defense, security architecture, threat intelligence, risk management, and incident response. You’ll work on identifying sophisticated threats, containing attacks, guiding remediation, and improving security assurance through measurable practices. The position also offers the opportunity to influence engineering teams, contribute to threat intelligence initiatives, and share security expertise with the broader","agile, ai, cybersecurity, gdpr, incident response, iso 27001, nist, risk management, security operations, threat intelligence",https://jobs.lever.co/jobgether/d5a032a1-b818-42f2-8cd2-749fb273bc22?utm_source=freehire.me
Video Editor / Storyboard Writer,jobgether,,Saudi Arabia,2026-09-15,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Video Editor / Storyboard Writer based in Saudi Arabia. This is a performance-focused creative role centered primarily on storyboard development for paid social advertising. You’ll shape the visual and narrative structure of ads designed to capture attention and drive measurable results. The role combines creative strategy, direct-response marketing, storytelling, and hands-on video editing. You’ll develop hooks, concepts, pattern interrupts, and retention-focused structures that editors and actors can execute with clarity. You’ll work closely with marketing, copywriting, and creative teams while using performance data to continuously improve concepts. The position also offers opportunities to experiment with AI-powered creative tools, emerging formats, and new approaches to advertising. It’s an ideal","ai, copywriting, gdpr, motion graphics, paid social, premiere pro, storyboarding, video editing",https://jobs.lever.co/jobgether/3fc821fd-77a8-4594-8611-9affe7139719?utm_source=freehire.me
IT Help Desk,TAWANTECH,Riyadh,Saudi Arabia,2026-09-15,Full-time,Bachelor,"We are looking for an IT Help Desk Specialist to provide technical support to users, manage IT incidents and service requests, and ensure timely resolution of technical issues. Key Responsibilities Provide first-line technical support for hardware, software, applications, and connectivity issues. Receive, log, prioritize, and track incidents and service requests through the IT ticketing system. Troubleshoot technical issues and escalate complex incidents to the appropriate teams. Follow up on incidents to ensure timely resolution and SLA compliance. Maintain accurate ticket records, documentation, and incident reports. Coordinate with internal teams and vendors when required. Requirements Bachelor’s degree in Information Technology, Information Systems, Computer Science , or a related field. 2 5 years of relevant","active directory, cloud, help desk, itil, networking, servicenow, solarwinds",https://apply.workable.com/j/1AE823C148?utm_source=freehire.me
Senior Network Engineer,Datamatics Technologies,,Saudi Arabia,2026-09-15,Full-time,,"Position: Senior Network Engineer Location: Saudi Arabia Work Mode: Onsite Joining Requirement: Immediate Joiners or candidates with a short notice period only currently based in KSA. Experience Required: Minimum 15+ years of experience in IT Infrastructure and Network Operations, including 5+ years in leadership or managerial roles managing large-scale infrastructure teams. Experience working within Managed Services or large enterprise environments is mandatory. Language Requirements Arabic (Mandatory) English (Mandatory) Nationality Preference Top Priority Saudi Nationals Position Summary We are seeking an experienced Senior Network Engineer to manage and lead","agentic ai, ai, analytics, automation, azure, cisco, cloud, firewall, fortinet, generative ai, itil, network security, observability, performance management, predictive analytics, sd wan, stakeholder management, strategic planning, succession planning, wan",https://datamaticstechnologies.applytojob.com/apply/cSOawtdpgV/Senior-Network-Engineer?utm_source=freehire.me
Business Development Manager - Incident Response,Fortinet,Riyadh,Saudi Arabia,2026-09-15,Full-time,,"Business Development Manager Incident Response Location: Saudi Arabia - Riyadh As a Business Development Manager (IR), you will hold responsibility for the effective hunting of new IR related opportunities and focus on growing and developing existing customers by expanding our installed base into customer’s IR infrastructures. This exciting role will allow you to use your extensive network and engage our sales teams to create account specific IR focused messaging, proactively approach customer IR buying centres, create positive awareness around Fortinet IR proposition and identify new IR related opportunities. You will support your Sales colleagues to develop and close IR opportunities and stress your hunting mentality to expand our IR sales pipeline in parallel. Our Team The Fortinet Enterprise & regional named sales team is a group of highly driven and tenacious professionals,","business development, fortinet, incident response",https://edel.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/23748?utm_source=freehire.me
Senior Network Engineer,Datamatics Technologies,,Saudi Arabia,2026-09-15,Full-time,,"Position: Senior Network Engineer Location: Saudi Arabia Work Mode: Onsite Joining Requirement: Immediate Joiners or candidates with a short notice period only currently based in KSA. Experience Required: Minimum 15+ years of experience in IT Infrastructure and Network Operations, including 5+ years in leadership or managerial roles managing large-scale infrastructure teams. Experience working within Managed Services or large enterprise environments is mandatory. Language Requirements Arabic (Mandatory) English (Mandatory) Nationality Preference Top Priority Saudi Nationals Arabic-speaking candidates from any nationality Other Candidates Candidates from","agentic ai, ai, analytics, automation, azure, cisco, cloud, firewall, fortinet, generative ai, itil, network security, observability, performance management, predictive analytics, sd wan, stakeholder management, strategic planning, succession planning, wan",https://datamaticstechnologies.applytojob.com/apply/bB9DxC434t/Senior-Network-Engineer?utm_source=freehire.me
Project Manager - Data Projects,TAWANTECH,Riyadh,Saudi Arabia,2026-09-15,Full-time,Bachelor,"We are looking for an experienced Project Manager with proven experience in data projects to manage and deliver data-related initiatives from initiation through completion. Requirements 5 7 years of proven experience in Project Management. Mandatory hands-on experience managing Data Projects. PMP certification is mandatory. Strong stakeholder management and communication skills. Experience working with technical and cross-functional teams. Strong project planning, organization, and problem-solving skills. Bachelor’s degree in Computer Science, Information Technology, Project Management, Business, or a related field. Key Responsibilities Manage end-to-end data projects , ensuring delivery within scope, timeline, and budget. Develop project plans, timelines,","pmp, project management, stakeholder management",https://apply.workable.com/j/36F868704C?utm_source=freehire.me
Senior Development Lead - Full Stack Microservices,codeninja,Riyadh,Saudi Arabia,2026-09-15,Full-time,,"About CodeNinja CodeNinja is a full-stack AI and engineering delivery company helping Saudi enterprises, software acquirers, and government entities modernize systems and operationalize intelligence across mission-critical workflows. Operating out of Riyadh with delivery capability across Saudi Arabia and the wider MENA region, CodeNinja builds AI-native infrastructure, embedded engineering capability, and owned application platforms trusted by 240+ organizations across sectors including government digitization, energy, financial services, logistics, and healthcare. Through embedded teams, AI pods, and global capability centers, CodeNinja combines global delivery standards with in-market engineering talent. Engagements are structured so that the systems, code, and capability built stay with the client organization aligned with Saudi Arabia's Vision 2030 ambitions around digital sovereignty and local talent development. About the Role We're","agile, ai, api, api design, api security, authentication, azure, azure devops, ci cd, css, design patterns, devops, distributed systems, docker, event driven architecture, full stack, git, gradle, hibernate, html, java, javascript, jenkins, jpa, jwt, kubernetes, maven, microservices, multithreading, oauth, openid, react, rest, scrum, secure coding, sonarqube, spring, sql, stakeholder management, typescript",https://apply.workable.com/j/42138757DF?utm_source=freehire.me
Network Engineer L1/L2 - Enterprise Data Center Specialist,Excis Compliance,Jeddah,Saudi Arabia,2026-09-14,Full-time,,"Excis is hiring a Network Engineer L1/L2 to support and maintain enterprise and data centre network infrastructure. The role involves configuring, monitoring, and troubleshooting complex networks, with emphasis on Cisco ACI/Nexus, DMVPN, and SD-WAN in a banking/financial style enterprise. The candidate will work with senior engineers and security teams to ensure secure, resilient, and highly available networks. Saudi Arabia-based role located in Jeddah, with on-site responsibilities.","cisco, network infrastructure, sd wan, wan",https://en-sa.whatjobs.com/pub_api__cpl__10743228__7118?geoID=18297&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Data Engineer – Industrial & Refinery Data | Confidential Employer | Riyadh,Confidential Employer,Riyadh,Saudi Arabia,2026-09-14,Full-time,,"Position Summary An exciting opportunity is available for an experienced Data Engineer specializing in Industrial and Refinery Data to support large-scale Industrial AI, Data Analytics, and Digital Transformation initiatives in Riyadh, Saudi Arabia. The successful candidate will be responsible for building, optimizing, and maintaining industrial data platforms and refinery data pipelines that enable advanced analytics, machine learning, and AI-driven business solutions. Detailed Job Description As a Data Engineer, you will play a key role in designing and managing the data infrastructure that powers Industrial AI and analytics solutions across Oil & Gas and refinery operations. You will work closely with data scientists, AI engineers, OT/IT teams, process engineers, and business stakeholders to integrate, process, govern, and deliver high-quality industrial data for enterprise use. The role requires expertise in modern data engineering practices,","ai, ai enablement, analytics, api, cloud, data analytics, data engineering, data governance, data ingestion, data modeling, data pipelines, data quality, elt, etl, machine learning, predictive analytics, python, sql",https://en-sa.whatjobs.com/pub_api__cpl__10741743__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
"Senior DevOps Engineer: Secure, Scalable Deployments",PrimeGate for Communications and IT,Riyadh,Saudi Arabia,2026-09-14,Full-time,Bachelor,"PrimeGate for Communications and IT in Riyadh seeks a Senior DevOps Engineer to build, run, and automate development and deployment operations across environments, applying IaC and DevSecOps practices to improve reliability. You will manage Linux/Windows servers, containerization, and cloud services, with a focus on security, monitoring, and performance. A bachelor's degree is required, with 5+ years in DevOps within software development.","cloud, containerization, devops, devsecops, infrastructure as code, linux, security monitoring",https://en-sa.whatjobs.com/pub_api__cpl__10741723__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Senior Data Engineer,SmartChoice International GCC,Riyadh,Saudi Arabia,2026-09-14,Full-time,,"We are partnering with a growing technology organisation to appoint a Senior Data Engineer to help build and scale its data platform. This is a hands-on role with ownership across data ingestion, processing, storage, modelling and governance. You will build reliable data infrastructure used across multiple technical and business applications, while helping shape engineering standards as the platform evolves. Key Responsibilities Design, build and operate scalable batch and streaming data pipelines. Develop data architecture across ingestion, processing, storage and transformation layers. Build reliable, reusable datasets and data models for downstream applications and teams. Implement data quality, validation, monitoring, lineage and governance. Design for reliability through idempotency, deduplication, schema evolution, recovery and historical accuracy. Implement appropriate access controls and","ai, airbyte, athena, aws, dagster, data engineering, data ingestion, data lake, data pipelines, data quality, dbt, debezium, delta lake, elt, etl, event driven architecture, fivetran, governance, kinesis, lakehouse, parquet, prefect, pyspark, python, redshift, sns, sql, sqs, workflow orchestration",https://en-sa.whatjobs.com/pub_api__cpl__10743375__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Industrial Data Engineer: AI & Refinery Analytics,Confidential Employer,Riyadh,Saudi Arabia,2026-09-14,Full-time,,"Confidential Employer in Riyadh is seeking an experienced Data Engineer focused on Industrial and Refinery data to support large-scale Industrial AI, data analytics, and digital transformation initiatives. You will design and maintain industrial data platforms, build scalable ETL/ELT pipelines, and collaborate with data scientists, OT/IT teams, and process engineers to enable predictive analytics and AI-driven decision making. J-18808-Ljbffr","ai, analytics, data analytics, elt, etl, predictive analytics",https://en-sa.whatjobs.com/pub_api__cpl__10743666__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Data Engineer - Industrial & Refinery Data | Confidential Employer | Riyadh,Confidential Employer,Riyadh,Saudi Arabia,2026-09-14,Full-time,,"Position Summary An exciting opportunity is available for an experienced Data Engineer specializing in Industrial and Refinery Data to support large-scale Industrial AI, Data Analytics, and Digital Transformation initiatives in Riyadh, Saudi Arabia. The successful candidate will be responsible for building, optimizing, and maintaining industrial data platforms and refinery data pipelines that enable advanced analytics, machine learning, and AI-driven business solutions. Detailed Job Description As a Data Engineer, you will play a key role in designing and managing the data infrastructure that powers Industrial AI and analytics solutions across Oil & Gas and refinery operations. You will work closely with data scientists, AI engineers, OT/IT teams, process engineers, and business stakeholders to integrate, process, govern, and deliver high-quality industrial data for enterprise use. The role requires expertise in modern data engineering","ai, ai enablement, analytics, api, cloud, data analytics, data engineering, data governance, data ingestion, data modeling, data pipelines, data quality, elt, etl, machine learning, predictive analytics, python, sql",https://en-sa.whatjobs.com/pub_api__cpl__10743741__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
