job_title,company_name,city,country,posted_date,employment_type,education,job_description,skills,job_url
Desktop Support Administrator,Arsenault,,Saudi Arabia,2026-09-14,Full-time,,"About Us We are Arsenault a rapidly expanding and leading global Information Technology, Consulting and Business Process Services company with over 225,000 employees worldwide, servicing clients in 175+ cities and 69 countries across 6 continents. With over 5,500 employees in projects across Australia/New Zealand, we are committed to increasing localization and diversity. We serve over 200 customers across diverse industry segments, with at least a third listed in the ASX100. We started our journey in Australia 20 years ago and this has been a pioneer of new age, disruptive and transformative innovations. We believe in the power of diversity in the workforce, and we encourage applications from people of all diverse backgrounds, with focus including, but not limited to Aboriginal & Torres Strait Islanders, Women in Technology, Sex/Gender diversity, disability, racial & cultural diversity, sexual orientation + others.","dhcp, dns, firewall, linux, networking, onedrive, tcp ip, voip, vpn, wan",https://www.careers-page.com/arsenault/job/L7X3346X?utm_source=freehire.me
Design Coordinator - Data Center,Decima International,Riyadh,Saudi Arabia,2026-09-14,Full-time,,"Decima International is a professional services company, providing project management and controls services to clients in the United States and the Middle East. Our mission is to become the premier professional services provider across all industry sectors we are engaged in. To accomplish this, Decima International’s founders established a simple yet powerful formula: Approach each client engagement as a partnership , create an environment that attracts the most talented professionals and allows them to flourish, and regulate growth to maintain excellence in our service standards. RESPONSIBILITIES Support the Design Manager in coordinating multidisciplinary design activities. Coordinate design information across CSA, MEP, ICT, Security, and other technical disciplines. Track design deliverables, outstanding actions, and submission status. Maintain","autocad, bluebeam, navisworks, procore, project management, revit",https://job-boards.greenhouse.io/decimainternational/jobs/4711458006?utm_source=freehire.me
AI Product Manager,EyeGo,Riyadh,Saudi Arabia,2026-09-14,Full-time,,"Compensation: ر.س60k ر.س100k We’re Hiring: Senior AI Product Manager Location: Riyadh, KSA (On-site / Hybrid) Eyego is expanding! We are looking for a Senior AI Product Manager based in Riyadh to drive product strategy and execution for the Eyego Physical AI Platform, bridging computer vision, edge intelligence, and real-world enterprise automation across Saudi Arabia and the MENA region. Key Responsibilities Own the end-to-end product lifecycle for the Eyego Physical AI Platform from dataset curation and model training to edge deployment and real-world spatial analytics. Translate enterprise client requirements into structured PRDs, user stories, and sprint backlogs for Physical AI applications. Track technical model metrics (accuracy, latency, edge inference costs) alongside business KPIs. Lead agile product cycles across regional engineering and hardware/software teams. What We’re Looking For 4+ years in software Product Management (with 2+ years","agile, ai, analytics, automation, computer vision, data pipelines, data science, machine learning, user stories",https://wellfound.com/jobs/3187435-ai-product-manager?utm_source=freehire.me
Principal Product Manager,Referrals Only,Riyadh,Saudi Arabia,2026-09-14,Full-time,,"Join Thoughtworks at the beginning of our next chapter in the Middle East. KSA and the UAE are strategic growth markets for us, fueled by ambitious national agendas around AI, digital government, data, and economic transformation, such as Vision 2030. We are looking for an experienced Product Leader to join our fast-growing local team in Riyadh. This isn't about joining a large, established operation; this is a chance to shape something from the beginning. In this founding phase, you will have the genuine opportunity to help build our teams, propositions, culture, and client relationships from an early stage, all backed by Thoughtworks' global depth in product, design, engineering, data, and AI. As a trusted advisor to senior client leadership, you will partner with ambitious executives and entrepreneurial founders to convert bold visions into market-ready, production-grade products and experiences at pace. Operating at the intersection of","ai, analytics, go to market, pre sales, prototyping, test automation",https://job-boards.greenhouse.io/thoughtworksreferral/jobs/8200923?utm_source=freehire.me
Lead Experience Designer,Referrals Only,Riyadh,Saudi Arabia,2026-09-14,Full-time,,"Join Thoughtworks at the beginning of our next chapter in the Middle East. KSA and the UAE are strategic growth markets for us, fueled by ambitious national agendas around AI, digital government, data, and economic transformation, such as Vision 2030. We are looking for an experienced Lead Experience Designer to join our fast-growing local team in Riyadh. As a Lead Experience Designer, you will be the creative force driving the definition and delivery of AI-powered products and experiences. Operating within small, fast-paced, multidisciplinary pods - collaborating shoulder-to-shoulder with Product Managers, Data/AI Specialists, and forward deployed engineers - you will lead end-to-end design from initial concept through to shipped products. This role combines hands-on interaction design, strategic client advisory, and foundational practice-building. You will shape how agentic AI systems behave, look, and feel while helping establish and scale local design","accessibility, agentic ai, ai, figma, interaction design, llm, pre sales, prototyping, user research, wireframing",https://job-boards.greenhouse.io/thoughtworksreferral/jobs/8200922?utm_source=freehire.me
Managed Services Delivery Manager,Ericsson,Riyadh,Saudi Arabia,2026-09-14,Contract,,"Grow with us About this opportunity: The Managed Services Delivery Manager is accountable for the end-to-end delivery of contracted managed services for assigned customers. The role ensures that services are delivered safely, reliably, efficiently, and in line with contractual commitments, customer expectations, Ericsson governance, and agreed business outcomes. The role leads cross-functional delivery teams across operations, service management, engineering, suppliers, and customer stakeholders. It drives service performance, operational excellence, continual improvement, risk management, and customer satisfaction throughout the service lifecycle. Key responsibilities This role is aligned with Ericsson’s Service Delivery Management job family and managed-services delivery model, including data-driven, AI-enabled operations through the Ericsson Operations Engine. Own","agile, ai, analytics, automation, cloud, governance, itil, pmp, risk management, six sigma",https://jobs.ericsson.com/careers/job/563121777173520-managed-services-delivery-manager-?domain=ericsson.com&utm_source=freehire.me
Technical Business Analyst,jobgether,,Saudi Arabia,2026-09-14,Contract,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Technical Business Analyst based in Portugal. This is a remote contract opportunity for an experienced Technical Business Analyst with a strong interest in data, analytics, and emerging technology. You will serve as a key link between business stakeholders, technical teams, architects, and project leadership across multiple concurrent workstreams. The role focuses on structured discovery, requirements definition, scope management, and technical documentation rather than production implementation. You will help ensure that architectural decisions, data definitions, dependencies, and requirements remain aligned across projects. The environment is fast-paced, collaborative, and consulting-oriented, with significant exposure to complex client challenges. This position is well suited to someone who combines strong analytical","ai, analytics, aws, cloud, data governance, data quality, gdpr, lakehouse, machine learning, metadata management, program management, redshift, stakeholder management",https://jobs.lever.co/jobgether/04c8d7db-8795-4662-b236-54bb5cfba993?utm_source=freehire.me
GCP Data Engineer Real-Time Pipelines & Orchestration,Total-TECH Co.,Jeddah,Saudi Arabia,2026-09-14,Full-time,Bachelor,"Total-TECH Co. is looking for a Data Engineer based in Jeddah, Saudi Arabia. The ideal candidate will design and build scalable, reusable ingestion pipelines on GCP and implement data transformations using BigQuery SQL. Previous experience with CI/CD, SQL, and a Bachelor's degree in a relevant field are required. The role involves monitoring data pipeline performance and optimizing costs, ensuring efficiency and compliance with SLAs.","bigquery, ci cd, ci/cd, data pipeline, data pipelines, gcp, sql",https://en-sa.whatjobs.com/pub_api__cpl__10741132__7118?geoID=1012&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Senior Technical Program Manager,jobgether,,Saudi Arabia,2026-09-14,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Senior Technical Program Manager based in Switzerland. As a Senior Technical Program Manager, you will help drive complex initiatives across a fast-moving product and engineering organisation building AI-powered technology. You will own program structure, workback plans, dependency management, operating cadences, and delivery visibility across a defined portfolio of technical programs. Your work will help engineering and product teams stay aligned while moving quickly in an AI-native environment. You will partner closely with engineering leads and product managers to deliver platform releases, integrations, migrations, and cross-functional initiatives. The role combines strong program management discipline with enough technical fluency to navigate architecture, APIs, integrations, and engineering trade-offs. You will also","ai, api, gdpr, machine learning, program management",https://jobs.lever.co/jobgether/0a8dcec3-a59b-4d62-8694-99ac25546a76?utm_source=freehire.me
Data Analyst II - Credit,Tamara,Riyadh,Saudi Arabia,2026-09-14,Full-time,,"About Us Tamara is a leading fintech platform in Saudi Arabia and the GCC region with a mission to help people own their dreams built on being simple, trusted, and everywhere our customers need us. Today, more than 25 million customers and over 130,000 partner merchants depend on Tamara every day for reliable financial solutions across retail, travel, education, healthcare, and beyond. Tamara is backed by Sanabil Investments, a wholly owned company of the Public Investment Fund (PIF), and SNB Capital, among others. We are looking for Data Analyst II to take us to the next stage of growth across the Credit department. The successful candidate will have experience developing analytical solutions and assisting with data-driven decision making, while managing stakeholders across a broad range of functions. Tamara is a high growth startup looking to develop key product success metrics and enhancing decision making through data. Your","analytics, data analytics, data engineering, data visualization, fintech, machine learning, mysql, postgresql, powerbi, python, qlik, sql, statistics, superset, tableau",https://job-boards.eu.greenhouse.io/tamara/jobs/4630959101?utm_source=freehire.me
IT Infrastructure Designer,Egis Group,Riyadh,Saudi Arabia,2026-09-14,Full-time,Bachelor,"We are seeking an experienced IT Infrastructure Designer to join our organisation in Riyadh, Saudi Arabia. In this pivotal role, you will be responsible for designing, planning, and implementing comprehensive IT infrastructure solutions tailored to support airport operations. The successful candidate will demonstrate exceptional analytical capabilities and meticulous attention to detail, ensuring all infrastructure systems are robust, scalable, and aligned with aviation industry standards. Bachelor’s degree in IT, Computer Science, or a similar field of study Review ICT design deliverables concept design, detailed design, IFC, shop drawings, and all related technical documents. Review and coordinate ICT/ELV design documents, specifications, schedules, reports, and technical documents. Ensure proper design and coordination of telecom rooms, data rooms, cable containment plans, riser diagrams, equipment locations, power, cooling, and","cybersecurity, fiber, intrusion detection",https://jobs.smartrecruiters.com/EgisGroup/744000149269990-it-infrastructure-designer-airport-exp-preferred-?utm_source=freehire.me
